,Trade date,Stock exchange,"Bid (at close), %","Ask (at close), %","Bid-ask spread, bp","Mid price, %","Open, %","Min, %","Max, %","Last, %","Weighted average price, %","Market price, %","Market price 2 (pension savings), %","Accepted quote, %","Close, %","Indicative price, %",Indicative price type,Daily trading volume,Number of trades,Volume in securities,"Current coupon rate, %",Maturity date,"YTM, effective (indicative), %","YTM (bid), %","YTM (ask), %","YTM (last), %","YTM (close), %",ACI,Duration,Modified duration,Put/call date,"Yield to put/call, effective (indicative), %","Yield to put/call (bid), %","Yield to put/call (ask), %","Yield to put/call (last), %","Yield to put/call (close), %",Duration to put/call,Modified duration to put/call,"G-spread, bp","G-spread, bp.1",G-spread benchmark
0,2021-12-30,Moscow Exchange T+,97.66,98.44,78.00000000000011,98.05,98.47,97.4,98.49,97.4,98.39,98.05,98.05,97.41,97.41,98.39,Avg,59032.4,7,60,9.75,2026-09-18,,,,,,1.6,,,2024-09-25,10.852191437731,11.193429246613,10.828956898066,11.315884469292,11.311165656239,883.18620477697,2.1828059516756,247.48668370523,,
1,2021-12-29,Moscow Exchange T+,98.02,98.48,46.0000000000008,98.25,98.03,98.0,98.48,98.48,98.01,98.01,98.01,98.48,98.48,98.01,Avg,507692.4,13,518,9.75,2026-09-18,,,,,,1.34,,,2024-09-25,11.028352351124,11.023681293405,10.809576233471,10.809576233471,10.809576233471,883.92374582314,2.1811625962057,257.14435456043,,
2,2021-12-28,Moscow Exchange T+,97.2,97.9,70.00000000000028,97.55,98.0,97.5,98.01,97.99,97.99,97.99,97.99,97.99,97.99,97.99,Avg,516413.5,12,527,9.75,2026-09-18,,,,,,1.07,,,2024-09-25,11.037163109012,11.408226570858,11.079211123826,11.037163109012,11.037163109012,884.91061431825,2.1834245166977,262.30381220797,,
3,2021-12-27,Moscow Exchange T+,97.91,98.01,10.000000000000853,97.96,98.96,97.6,98.97,98.0,98.03,98.02,,98.0,98.0,98.03,Avg,443105.9,29,452,9.75,2026-09-18,,,,,,0.8,,,2024-09-25,11.017980775052,11.073975346525,11.027306119975,11.031969854156,11.031969854156,885.93920301208,2.1863401552059,257.47128715464,,
4,2021-12-24,Moscow Exchange T+,97.93,97.99,5.999999999998806,97.96,97.98,96.5,97.99,97.99,97.49,97.51,,97.93,97.93,97.49,Avg,493311.2,65,506,9.75,2026-09-18,,,,,,,,,2024-09-25,11.268134319941,11.062539683179,11.034610479212,11.034610479212,11.062539683179,888.56622302844,2.1878932572889,287.93611562185,,
5,2021-12-23,Moscow Exchange T+,97.59,97.98,39.00000000000006,97.785,96.55,96.55,97.97,97.97,97.79,97.32,,97.94,97.94,97.79,Avg,239592.9,21,245,9.75,2026-09-18,,,,,,24.04,,,2024-09-25,11.126889839004,11.220286670042,11.038425551728,11.043075206426,11.057028405291,868.21876315743,2.1405094179664,269.48930307297,,
6,2021-12-22,Moscow Exchange T+,96.56,97.78,121.99999999999989,97.17,97.2,96.83,97.8,96.84,97.12,97.4,,96.84,96.84,97.12,Avg,422473.9,21,435,9.75,2026-09-18,,,,,,23.77,,,2024-09-25,11.439702209532,11.70439904395,11.130637222908,11.5717660209,11.5717660209,868.61910015657,2.1354852080624,296.10692889492,,
7,2021-12-21,Moscow Exchange T+,97.0,97.94,93.99999999999976,97.47,96.99,96.99,97.96,97.94,97.9,97.35,,97.92,97.92,97.9,Avg,329932.5,12,337,9.75,2026-09-18,,,,,,23.51,,,2024-09-25,11.07345151262,11.494524439376,11.054870770618,11.054870770618,11.064159731568,870.32112133974,2.1467248886716,248.32058726781,,
8,2021-12-20,Moscow Exchange T+,96.9,96.99,8.99999999999892,96.945,96.96,96.65,96.97,96.97,96.96,95.43,,96.97,96.97,96.96,Avg,61087.4,5,63,9.75,2026-09-18,,,,,,23.24,,,2024-09-25,11.512127452847,11.540397590343,11.49800213557,11.507418291866,11.507418291866,870.48014205491,2.138670614574,285.87601739887,,
9,2021-12-17,Moscow Exchange T+,96.95,96.99,3.999999999999204,96.97,96.94,94.13,96.95,96.95,96.01,95.17,,96.95,96.95,96.01,Avg,121936.2,25,127,9.75,2026-09-18,,,,,,22.44,,,2024-09-25,11.957439313726,11.512654654044,11.493869879771,11.512654654044,11.512654654044,872.62477404902,2.1354121890144,323.30189634994,,
10,2021-12-16,Moscow Exchange T+,95.9,96.41,50.99999999999909,96.155,97.71,92.71,97.71,95.91,93.96,95.48,,95.91,95.91,93.96,Avg,86443.6,12,92,9.75,2026-09-18,,,,,,22.17,,,2024-09-25,12.947791487767,12.008246077614,11.765931179347,12.003476404992,12.003476404992,871.71652956941,2.114485314954,417.27772119938,,
11,2021-12-15,Moscow Exchange T+,95.45,96.58,112.99999999999956,96.015,90.94,90.94,96.92,95.53,95.21,95.83,,95.3,95.3,95.21,Avg,238017.4,20,250,9.75,2026-09-18,,,,,,21.9,,,2024-09-25,12.337197843229,12.221800162704,11.684210068479,12.183430084337,12.293873082001,873.89400688197,2.1312888355843,353.98584400811,,
12,2021-12-14,Moscow Exchange T+,95.01,95.1,8.99999999999892,95.055,97.5,95.02,98.14,95.09,95.34,96.56,,95.09,95.09,95.34,Avg,139199.3,24,146,9.75,2026-09-18,,,,,,21.64,,,2024-09-25,12.272268366115,12.431181006771,12.387759907085,12.392581456308,12.392581456308,875.01903572185,2.1352667595685,345.39047323142,,
13,2021-12-13,Moscow Exchange T+,95.6,97.51,191.00000000000108,96.555,97.61,95.51,97.61,95.51,97.54,96.75,,96.68,96.68,97.54,Avg,111200.1,8,114,9.75,2026-09-18,,,,,,21.37,,,2024-09-25,11.232388330531,12.145869432911,11.246308573767,12.188915096467,11.633974143016,878.01661505715,2.1626119953581,246.29865666772,,
14,2021-12-10,Moscow Exchange T+,97.5,97.8,29.999999999999716,97.65,98.23,97.79,98.23,97.79,97.86,96.65,,97.79,97.79,97.86,Avg,17614.7,5,18,9.75,2026-09-18,,,,,,20.57,,,2024-09-25,11.08137177959,11.247581807874,11.109010425135,11.113619310903,11.113619310903,881.30595204231,2.173664959505,230.96090425587,,
15,2021-12-09,Moscow Exchange T+,97.2,97.47,26.9999999999996,97.335,97.6,97.42,97.6,97.42,97.59,96.62,,97.42,97.42,97.59,Avg,82952.3,8,85,9.75,2026-09-18,,,,,,20.3,,,2024-09-25,11.205023580857,11.385708570967,11.260504747229,11.283651806401,11.283651806401,882.06905840009,2.1731280471366,243.57580478427,,
16,2021-12-08,Moscow Exchange T+,95.87,97.45,157.99999999999983,96.66,97.7,95.85,97.97,97.49,96.55,96.5,96.51,97.49,97.49,96.55,Avg,7724.1,4,8,9.75,2026-09-18,,,,,,20.03,,,2024-09-25,11.687914555896,12.008449869653,11.26878999488,11.250295535589,11.250295535589,882.14268490034,2.1639129742099,288.11857343325,,
